Stage,Round,date,Time,Timezone,home_team,result,HT,away_team,UTC
Apertura,9,Sun Sep 22 2024,19:05,CST/-0600,Santos Laguna,2-0,,Deportivo Toluca,2024-09-23T01:05Z
Apertura,9,Sun Sep 22 2024,17:00,CST/-0600,Pumas UNAM,1-0,,Club Tijuana,2024-09-22T23:00Z
Apertura,10,Fri Sep 27 2024,20:00,CST/-0600,UANL Tigres,2-2,,Club León,2024-09-28T02:00Z
Apertura,10,Fri Sep 27 2024,21:05,CST/-0600,Club Tijuana,1-0,,Mazatlán FC,2024-09-28T03:05Z
Apertura,10,Fri Sep 27 2024,19:00,CST/-0600,Gallos Blancos,0-0,,Club Necaxa,2024-09-28T01:00Z
Apertura,10,Fri Sep 27 2024,18:00,CST/-0600,Puebla FC,2-3,,FC Juárez,2024-09-28T00:00Z
Apertura,10,Sat Sep 28 2024,21:05,CST/-0600,Deportivo Guadalajara,1-1,,CF Monterrey,2024-09-29T03:05Z
Apertura,10,Sat Sep 28 2024,21:10,CST/-0600,Atlético San Luis,3-1,,Santos Laguna,2024-09-29T03:10Z
Apertura,10,Sat Sep 28 2024,19:05,CST/-0600,CF Pachuca,2-4,,Cruz Azul,2024-09-29T01:05Z
Apertura,10,Sat Sep 28 2024,17:00,CST/-0600,Deportivo Toluca,4-1,,Atlas Guadalajara,2024-09-28T23:00Z
Apertura,10,Sun Sep 29 2024,18:00,CST/-0600,CF América,0-1,,Pumas UNAM,2024-09-30T00:00Z
Apertura,11,Fri Oct 4 2024,20:00,CST/-0600,Mazatlán FC,2-2,,Gallos Blancos,2024-10-05T02:00Z
Apertura,11,Fri Oct 4 2024,21:00,CST/-0600,Club Tijuana,2-1,,CF Pachuca,2024-10-05T03:00Z
Apertura,11,Sat Oct 5 2024,19:05,CST/-0600,Deportivo Guadalajara,2-3,,Atlas Guadalajara,2024-10-06T01:05Z
Apertura,11,Sat Oct 5 2024,21:05,CST/-0600,Deportivo Toluca,1-1,,Pumas UNAM,2024-10-06T03:05Z
Apertura,11,Sat Oct 5 2024,17:00,CST/-0600,UANL Tigres,1-0,,Puebla FC,2024-10-05T23:00Z
Apertura,11,Sat Oct 5 2024,19:00,CST/-0600,Club León,1-1,,CF América,2024-10-06T01:00Z
Apertura,11,Sat Oct 5 2024,17:00,CST/-0600,Atlético San Luis,1-0,,CF Monterrey,2024-10-05T23:00Z
Apertura,11,Sun Oct 6 2024,18:00,CST/-0600,Cruz Azul,3-0,,Club Necaxa,2024-10-07T00:00Z
Apertura,11,Sun Oct 6 2024,20:05,CST/-0600,Santos Laguna,0-2,,FC Juárez,2024-10-07T02:05Z
Apertura,12,Fri Oct 18 2024,21:05,CST/-0600,Puebla FC,1-2,,Cruz Azul,2024-10-19T03:05Z
Apertura,12,Fri Oct 18 2024,21:00,CST/-0600,Club Necaxa,1-2,,Club Tijuana,2024-10-19T03:00Z
Apertura,12,Fri Oct 18 2024,19:00,CST/-0600,Gallos Blancos,0-1,,Deportivo Toluca,2024-10-19T01:00Z
Apertura,12,Fri Oct 18 2024,19:00,CST/-0600,Atlas Guadalajara,0-0,,Mazatlán FC,2024-10-19T01:00Z
Apertura,12,Sat Oct 19 2024,19:05,CST/-0600,CF América,3-0,,Santos Laguna,2024-10-20T01:05Z
Apertura,12,Sat Oct 19 2024,21:10,CST/-0600,CF Monterrey,4-2,,UANL Tigres,2024-10-20T03:10Z
Apertura,12,Sat Oct 19 2024,19:00,CST/-0600,FC Juárez,2-3,,Club León,2024-10-20T01:00Z
Apertura,12,Sat Oct 19 2024,17:00,CST/-0600,CF Pachuca,0-2,,Deportivo Guadalajara,2024-10-19T23:00Z
Apertura,12,Sun Oct 20 2024,12:00,CST/-0600,Pumas UNAM,3-0,,Atlético San Luis,2024-10-20T18:00Z
Apertura,13,Tue Oct 22 2024,19:00,CST/-0600,Santos Laguna,1-1,,CF Pachuca,2024-10-23T01:00Z
Apertura,13,Tue Oct 22 2024,19:00,CST/-0600,Deportivo Guadalajara,3-2,,Club Necaxa,2024-10-23T01:00Z
Apertura,13,Tue Oct 22 2024,21:05,CST/-0600,Deportivo Toluca,5-0,,Puebla FC,2024-10-23T03:05Z
Apertura,13,Tue Oct 22 2024,21:00,CST/-0600,Mazatlán FC,2-0,,UANL Tigres,2024-10-23T03:00Z
Apertura,13,Wed Oct 23 2024,21:00,CST/-0600,Club León,0-0,,Atlas Guadalajara,2024-10-24T03:00Z
Apertura,13,Wed Oct 23 2024,21:05,CST/-0600,Club Tijuana,2-2,,CF América,2024-10-24T03:05Z
Apertura,13,Wed Oct 23 2024,19:00,CST/-0600,Cruz Azul,4-0,,FC Juárez,2024-10-24T01:00Z
Apertura,13,Wed Oct 23 2024,19:00,CST/-0600,CF Monterrey,0-0,,Pumas UNAM,2024-10-24T01:00Z
Apertura,14,Fri Oct 25 2024,21:00,CST/-0600,Puebla FC,1-0,,Deportivo Guadalajara,2024-10-26T03:00Z
Apertura,14,Fri Oct 25 2024,19:00,CST/-0600,Santos Laguna,0-0,,Mazatlán FC,2024-10-26T01:00Z
Apertura,14,Sat Oct 26 2024,18:00,CST/-0600,Pumas UNAM,0-2,,Cruz Azul,2024-10-27T00:00Z
Apertura,14,Sat Oct 26 2024,21:00,CST/-0600,UANL Tigres,2-1,,CF Pachuca,2024-10-27T03:00Z
Apertura,14,Sat Oct 26 2024,21:00,CST/-0600,Atlas Guadalajara,0-0,,Club Tijuana,2024-10-27T03:00Z
Apertura,14,Sat Oct 26 2024,17:00,CST/-0600,Club León,4-0,,Gallos Blancos,2024-10-26T23:00Z
Apertura,14,Sun Oct 27 2024,20:00,CST/-0600,CF América,2-1,,CF Monterrey,2024-10-28T02:00Z
Apertura,14,Sun Oct 27 2024,18:00,CST/-0600,Club Necaxa,1-3,,Deportivo Toluca,2024-10-28T00:00Z
Apertura,14,Sun Oct 27 2024,18:00,CST/-0600,FC Juárez,2-4,,Atlético San Luis,2024-10-28T00:00Z
Apertura,15,Fri Nov 1 2024,21:00,CST/-0600,Mazatlán FC,0-5,,CF América,2024-11-02T03:00Z
Apertura,15,Fri Nov 1 2024,19:00,CST/-0600,Gallos Blancos,1-2,,FC Juárez,2024-11-02T01:00Z
Apertura,15,Fri Nov 1 2024,21:05,CST/-0600,Club Tijuana,0-3,,UANL Tigres,2024-11-02T03:05Z
Apertura,15,Sat Nov 2 2024,19:00,CST/-0600,Deportivo Guadalajara,0-0,,Pumas UNAM,2024-11-03T01:00Z
Apertura,15,Sat Nov 2 2024,19:05,CST/-0600,CF Monterrey,4-0,,Atlas Guadalajara,2024-11-03T01:05Z
Apertura,15,Sat Nov 2 2024,21:00,CST/-0600,CF Pachuca,6-2,,Club Necaxa,2024-11-03T03:00Z
Apertura,15,Sat Nov 2 2024,21:10,CST/-0600,Cruz Azul,2-0,,Santos Laguna,2024-11-03T03:10Z
Apertura,15,Sat Nov 2 2024,17:00,CST/-0600,Deportivo Toluca,2-2,,Club León,2024-11-02T23:00Z
Apertura,15,Sat Nov 2 2024,17:00,CST/-0600,Atlético San Luis,2-0,,Puebla FC,2024-11-02T23:00Z
Apertura,16,Tue Nov 5 2024,19:00,CST/-0600,Club León,0-0,,Mazatlán FC,2024-11-06T01:00Z
Apertura,16,Tue Nov 5 2024,19:00,CST/-0600,Pumas UNAM,2-0,,Gallos Blancos,2024-11-06T01:00Z
Apertura,16,Tue Nov 5 2024,21:05,CST/-0600,Santos Laguna,0-2,,Deportivo Guadalajara,2024-11-06T03:05Z
Apertura,16,Wed Nov 6 2024,19:00,CST/-0600,Club Necaxa,1-1,,Atlético San Luis,2024-11-07T01:00Z
Apertura,16,Wed Nov 6 2024,19:00,CST/-0600,CF América,2-1,,CF Pachuca,2024-11-07T01:00Z
Apertura,16,Wed Nov 6 2024,21:00,CST/-0600,FC Juárez,1-1,,Club Tijuana,2024-11-07T03:00Z
Apertura,16,Wed Nov 6 2024,21:05,CST/-0600,Atlas Guadalajara,2-2,,Cruz Azul,2024-11-07T03:05Z
Apertura,16,Wed Nov 6 2024,19:00,CST/-0600,UANL Tigres,2-1,,Deportivo Toluca,2024-11-07T01:00Z
Apertura,17,Fri Nov 8 2024,21:00,CST/-0600,Mazatlán FC,0-1,,Pumas UNAM,2024-11-09T03:00Z
Apertura,17,Fri Nov 8 2024,19:00,CST/-0600,Gallos Blancos,3-2,,Santos Laguna,2024-11-09T01:00Z
Apertura,17,Sat Nov 9 2024,17:00,CST/-0600,Deportivo Guadalajara,0-1,,Atlético San Luis,2024-11-09T23:00Z
Apertura,17,Sat Nov 9 2024,19:00,CST/-0600,CF Pachuca,0-1,,FC Juárez,2024-11-10T01:00Z
Apertura,17,Sat Nov 9 2024,19:00,CST/-0600,Deportivo Toluca,4-0,,CF América,2024-11-10T01:00Z
Apertura,17,Sat Nov 9 2024,21:00,CST/-0600,Cruz Azul,1-1,,UANL Tigres,2024-11-10T03:00Z
Apertura,17,Sun Nov 10 2024,19:00,CST/-0600,CF Monterrey,2-1,,Club León,2024-11-11T01:00Z
Apertura,17,Sun Nov 10 2024,21:00,CST/-0600,Club Tijuana,2-1,,Puebla FC,2024-11-11T03:00Z
Apertura,17,Sun Nov 10 2024,17:00,CST/-0600,Club Necaxa,0-0,,Atlas Guadalajara,2024-11-10T23:00Z
